timestamp,account_value,total_unrealized_pnl,num_positions
2026-01-21T11:24:03Z,10000.0,0.0,0
2026-01-21T11:24:04Z,10000.0,0.0,0
2026-01-21T11:24:04Z,10000.0,0.0,0
2026-01-21T11:24:04Z,10000.0,0.0,0
2026-01-21T11:24:04Z,10000.0,0.0,0
2026-01-21T11:24:04Z,10000.0,0.0,0
2026-01-21T11:24:04Z,10000.0,0.0,0
2026-01-21T11:24:04Z,10000.0,0.0,0
2026-01-21T11:24:04Z,10000.0,0.0,0
2026-01-21T11:24:04Z,10000.0,0.0,0
2026-01-21T11:24:05Z,10000.0,0.0,0
2026-01-21T11:24:05Z,10000.0,0.0,0
2026-01-21T11:24:05Z,10000.0,0.0,0
2026-01-21T11:24:05Z,10000.0,0.0,0
2026-01-21T11:24:05Z,10000.0,0.0,0
2026-01-21T11:24:05Z,10000.0,0.0,0
2026-01-21T11:24:05Z,10000.0,0.0,0
2026-01-21T11:24:05Z,10000.0,0.0,0
2026-01-21T11:24:05Z,10000.0,0.0,0
2026-01-21T11:24:06Z,10000.0,0.0,0
2026-01-21T11:24:06Z,10000.0,0.0,0
2026-01-21T11:24:06Z,10000.0,0.0,0
2026-01-21T11:24:06Z,10000.0,0.0,0
2026-01-21T11:24:06Z,10000.0,0.0,0
2026-01-21T11:24:06Z,10000.0,0.0,0
2026-01-21T11:24:06Z,10000.0,0.0,0
2026-01-21T11:24:06Z,10000.0,0.0,0
2026-01-21T11:24:06Z,10000.0,0.0,0
2026-01-21T11:24:07Z,10000.0,0.0,0
2026-01-21T11:24:07Z,10000.0,0.0,0
2026-01-21T11:24:07Z,10000.0,0.0,0
2026-01-21T11:24:07Z,10000.0,0.0,0
2026-01-21T11:24:07Z,10000.0,0.0,0
2026-01-21T11:24:07Z,10000.0,0.0,0
2026-01-21T11:24:07Z,10000.0,0.0,0
2026-01-21T11:24:07Z,10000.0,0.0,0
2026-01-21T11:24:07Z,10000.0,0.0,0
2026-01-21T11:24:08Z,10000.0,0.0,0
2026-01-21T11:24:08Z,10000.0,0.0,0
2026-01-21T11:24:08Z,10000.0,0.0,0
2026-01-21T11:24:08Z,10000.0,0.0,0
2026-01-21T11:24:08Z,10000.0,0.0,0
2026-01-21T11:24:08Z,10000.0,0.0,0
2026-01-21T11:24:08Z,10000.0,0.0,0
2026-01-21T11:24:08Z,10000.0,0.0,0
2026-01-21T11:24:08Z,10000.0,0.0,0
2026-01-21T11:24:09Z,10000.0,0.0,0
2026-01-21T11:24:09Z,10000.0,0.0,0
2026-01-21T11:24:09Z,10000.0,0.0,0
2026-01-21T11:24:09Z,10000.0,0.0,0
2026-01-21T11:24:09Z,10000.0,0.0,0
2026-01-21T11:24:09Z,10000.0,0.0,0
2026-01-21T11:24:09Z,10000.0,0.0,0
2026-01-21T11:24:09Z,10000.0,0.0,0
2026-01-21T11:24:09Z,10000.0,0.0,0
2026-01-21T11:24:10Z,10000.0,0.0,0
2026-01-21T11:24:10Z,10000.0,0.0,0
2026-01-21T11:24:10Z,10000.0,0.0,0
2026-01-21T11:24:10Z,10000.0,0.0,0
2026-01-21T11:24:10Z,10000.0,0.0,0
2026-01-21T11:24:10Z,10000.0,0.0,0
2026-01-21T11:24:10Z,10000.0,0.0,0
2026-01-21T11:24:10Z,10000.0,0.0,0
2026-01-21T11:24:10Z,10000.0,0.0,0
2026-01-21T11:24:11Z,10000.0,0.0,0
2026-01-21T11:24:11Z,10000.0,0.0,0
2026-01-21T11:24:11Z,10000.0,0.0,0
2026-01-21T11:24:11Z,10000.0,0.0,0
2026-01-21T11:24:11Z,10000.0,0.0,0
2026-01-21T11:24:11Z,10000.0,0.0,0
2026-01-21T11:24:11Z,10000.0,0.0,0
2026-01-21T11:24:11Z,10000.0,0.0,0
2026-01-21T11:24:11Z,10000.0,0.0,0
2026-01-21T11:24:12Z,10000.0,0.0,0
2026-01-21T11:24:12Z,10000.0,0.0,0
2026-01-21T11:24:12Z,10000.0,0.0,0
2026-01-21T11:24:12Z,10000.0,0.0,0
2026-01-21T11:24:12Z,10000.0,0.0,0
2026-01-21T11:24:12Z,10000.0,0.0,0
2026-01-21T11:24:12Z,10000.0,0.0,0
2026-01-21T11:24:12Z,10000.0,0.0,0
2026-01-21T11:24:12Z,10000.0,0.0,0
2026-01-21T11:24:13Z,10000.0,0.0,0
2026-01-21T11:24:13Z,10000.0,0.0,0
2026-01-21T11:24:13Z,10000.0,0.0,0
2026-01-21T11:24:13Z,10000.0,0.0,0
2026-01-21T11:24:13Z,10000.0,0.0,0
2026-01-21T11:24:13Z,10000.0,0.0,0
2026-01-21T11:24:13Z,10000.0,0.0,0
2026-01-21T11:24:13Z,10000.0,0.0,0
2026-01-21T11:24:13Z,10000.0,0.0,0
2026-01-21T11:24:14Z,10000.0,0.0,0
2026-01-21T11:24:14Z,10000.0,0.0,0
2026-01-21T11:24:14Z,10000.0,0.0,0
2026-01-21T11:24:14Z,10000.0,0.0,0
2026-01-21T11:24:14Z,10000.0,0.0,0
2026-01-21T11:24:14Z,10000.0,0.0,0
2026-01-21T11:24:14Z,10000.0,0.0,0
2026-01-21T11:24:14Z,10000.0,0.0,0
2026-01-21T11:24:15Z,10000.0,0.0,0
2026-01-21T11:24:15Z,10000.0,0.0,0
2026-01-21T11:24:15Z,10000.0,0.0,0
2026-01-21T11:24:15Z,10000.0,0.0,0
2026-01-21T11:24:15Z,10000.0,0.0,0
2026-01-21T11:24:15Z,10000.0,0.0,0
2026-01-21T11:24:15Z,10000.0,0.0,0
2026-01-21T11:24:15Z,10000.0,0.0,0
2026-01-21T11:24:15Z,10000.0,0.0,0
2026-01-21T11:24:15Z,10000.0,0.0,0
2026-01-21T11:24:16Z,10000.0,0.0,0
2026-01-21T11:24:16Z,10000.0,0.0,0
2026-01-21T11:24:16Z,10000.0,0.0,0
2026-01-21T11:24:16Z,10000.0,0.0,0
2026-01-21T11:24:16Z,10000.0,0.0,0
2026-01-21T11:24:16Z,10000.0,0.0,0
2026-01-21T11:24:16Z,10000.0,0.0,0
2026-01-21T11:24:16Z,10000.0,0.0,0
2026-01-21T11:24:16Z,10000.0,0.0,0
2026-01-21T11:24:17Z,10000.0,0.0,0
2026-01-21T11:24:17Z,10000.0,0.0,0
2026-01-21T11:24:17Z,10000.0,0.0,0
2026-01-21T11:24:17Z,10000.0,0.0,0
2026-01-21T11:24:17Z,10000.0,0.0,0
2026-01-21T11:24:17Z,10000.0,0.0,0
2026-01-21T11:24:17Z,10000.0,0.0,0
2026-01-21T11:24:17Z,10000.0,0.0,0
2026-01-21T11:24:17Z,10000.0,0.0,0
2026-01-21T11:24:18Z,10000.0,0.0,0
2026-01-21T11:24:18Z,10000.0,0.0,0
2026-01-21T11:24:18Z,10000.0,0.0,0
2026-01-21T11:24:18Z,10000.0,0.0,0
2026-01-21T11:24:18Z,10000.0,0.0,0
2026-01-21T11:24:18Z,10000.0,0.0,0
2026-01-21T11:24:18Z,10000.0,0.0,0
2026-01-21T11:24:18Z,10000.0,0.0,0
2026-01-21T11:24:18Z,10000.0,0.0,0
2026-01-21T11:24:19Z,10000.0,0.0,0
2026-01-21T11:24:19Z,10000.0,0.0,0
2026-01-21T11:24:19Z,10000.0,0.0,0
2026-01-21T11:24:19Z,10000.0,0.0,0
2026-01-21T11:24:19Z,10000.0,0.0,0
2026-01-21T11:24:19Z,10000.0,0.0,0
2026-01-21T11:24:19Z,10000.0,0.0,0
2026-01-21T11:24:19Z,10000.0,0.0,0
2026-01-21T11:24:19Z,10000.0,0.0,0
2026-01-21T11:24:20Z,10000.0,0.0,0
2026-01-21T11:24:20Z,10000.0,0.0,0
2026-01-21T11:24:20Z,10000.0,0.0,0
2026-01-21T11:24:20Z,10000.0,0.0,0
2026-01-21T11:24:20Z,10000.0,0.0,0
2026-01-21T11:24:20Z,10000.0,0.0,0
2026-01-21T11:24:20Z,10000.0,0.0,0
2026-01-21T11:24:20Z,10000.0,0.0,0
2026-01-21T11:24:20Z,10000.0,0.0,0
2026-01-21T11:24:21Z,10000.0,0.0,0
2026-01-21T11:24:21Z,10000.0,0.0,0
2026-01-21T11:24:21Z,10000.0,0.0,0
2026-01-21T11:24:21Z,10000.0,0.0,0
2026-01-21T11:24:21Z,10000.0,0.0,0
2026-01-21T11:24:21Z,10000.0,0.0,0
2026-01-21T11:24:21Z,10000.0,0.0,0
2026-01-21T11:24:21Z,10000.0,0.0,0
2026-01-21T11:24:21Z,10000.0,0.0,0
2026-01-21T11:24:22Z,10000.0,0.0,0
2026-01-21T11:24:22Z,10000.0,0.0,0
2026-01-21T11:24:22Z,10000.0,0.0,0
2026-01-21T11:24:22Z,10000.0,0.0,0
2026-01-21T11:24:22Z,10000.0,0.0,0
2026-01-21T11:24:22Z,10000.0,0.0,0
2026-01-21T11:24:22Z,10000.601921798358,0.8357194143436236,21
2026-01-21T11:24:22Z,9994.491334263163,-5.274868120849134,21
2026-01-21T11:24:22Z,9995.383297709144,-4.382904674870142,21
2026-01-21T11:24:23Z,9998.509797222847,-1.2564051611648992,21
2026-01-21T11:24:23Z,9998.69873547983,-1.0674669041854827,21
2026-01-21T11:24:23Z,10001.288689903562,1.5224875195536807,21
2026-01-21T11:24:23Z,10002.990979104714,3.2247767206972053,21
2026-01-21T11:24:23Z,10002.475681511554,2.7094791275427554,21
2026-01-21T11:24:23Z,10000.292377192116,0.5261748081014536,21
2026-01-21T11:24:23Z,10004.823148958845,5.056946574829211,21
2026-01-21T11:24:23Z,10009.352324632988,9.586122248973451,21
2026-01-21T11:24:23Z,10015.40937741336,15.643175029346557,21
2026-01-21T11:24:24Z,10013.819120217557,14.05291783354486,21
2026-01-21T11:24:24Z,10013.414291581526,13.648089197512949,21
2026-01-21T11:24:24Z,10015.741755213929,15.975552829912028,21
2026-01-21T11:24:24Z,10014.974062262823,15.207859878805676,21
2026-01-21T11:24:24Z,10023.314820770584,23.548618386567963,21
2026-01-21T11:24:24Z,10032.585433093322,32.8192307093074,21
2026-01-21T11:24:24Z,10035.345554518603,35.57935213458901,21
2026-01-21T11:24:24Z,10031.625303135339,31.859100751322252,21
2026-01-21T11:24:24Z,10032.886820453119,33.12061806910244,21
2026-01-21T11:24:25Z,10034.57265943651,34.806457052493236,21
2026-01-21T11:24:25Z,10034.143175751336,34.37697336732331,21
2026-01-21T11:24:25Z,10030.627477641885,30.861275257874336,21
2026-01-21T11:24:25Z,10029.469765487904,29.703563103891018,21
2026-01-21T11:24:25Z,10030.748658809676,30.982456425660345,21
2026-01-21T11:24:25Z,10030.932485735224,31.166283351209607,21
2026-01-21T11:24:25Z,10033.433638150858,33.66743576684574,21
2026-01-21T11:24:25Z,10032.597503991274,32.83130160726047,21
2026-01-21T11:24:25Z,10031.255305095447,31.48910271143273,21
2026-01-21T11:24:25Z,10032.359217060528,32.59301467651447,21
2026-01-21T11:24:26Z,10028.20337701938,28.437174635363615,21
2026-01-21T11:24:26Z,10026.196990114257,26.430787730246685,21
2026-01-21T11:24:26Z,10026.195842830257,26.42964044624595,21
2026-01-21T11:24:26Z,10027.717042456889,27.950840072878183,21
2026-01-21T11:24:26Z,10019.531863780843,19.765661396827365,21
2026-01-21T11:24:26Z,10025.420098732326,25.65389634830875,21
2026-01-21T11:24:26Z,10019.981947165832,20.215744781814447,21
2026-01-21T11:24:26Z,10022.551649345101,22.785446961081522,21
2026-01-21T11:24:27Z,10022.668578473687,22.902376089674185,21
2026-01-21T11:24:27Z,10021.479195204309,21.712992820292712,21
2026-01-21T11:24:27Z,10023.726428657881,23.960226273867576,21
2026-01-21T11:24:27Z,10022.57366250131,22.807460117291864,21
2026-01-21T11:24:27Z,10017.235056645919,17.468854261900766,21
2026-01-21T11:24:27Z,10017.805760114616,18.039557730601487,21
2026-01-21T11:24:27Z,10025.621733153328,25.85553076931056,21
2026-01-21T11:24:27Z,10025.949660150287,26.183457766270365,21
2026-01-21T11:24:27Z,10029.779613360597,30.013410976581532,21
